model,feature,estimate,std_error,t_stat,p_value,n,df_resid,fdr
composition_proxy_adjusted,CURATED_ANTIANGIOGENIC_VASCULAR_STRESS,0.8027318354893835,0.12452914631971038,6.4461361794650625,1.4807203238527083e-09,157,150,1.3326482914674374e-08
composition_proxy_adjusted,HALLMARK_HYPOXIA,0.8139734334836142,0.13158176932405927,6.1860654227787615,5.588417919099442e-09,157,150,2.514788063594749e-08
composition_proxy_adjusted,HALLMARK_TNF_ALPHA_SIGNALING_VIA_NF_KB,0.5593607168234925,0.15558579215705706,3.595191495755874,0.0004391956450958374,157,150,0.0013175869352875123
composition_proxy_adjusted,HALLMARK_INFLAMMATORY_RESPONSE,0.34434589651869507,0.16392140003476866,2.1006768881040387,0.03734211001288468,157,150,0.08401974752899052
composition_proxy_adjusted,CURATED_EXTRAVILLOUS_TROPHOBLAST_INVASION,0.29417175811451274,0.16963333400018754,1.7341624501360535,0.08494371980647014,157,150,0.15289869565164627
composition_proxy_adjusted,CURATED_PROANGIOGENIC_SUPPORT,-0.1634615703836776,0.12743766471827264,-1.282678639357079,0.20158321770948232,157,150,0.3023748265642235
composition_proxy_adjusted,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.16014124171526678,0.15950959242131293,-1.0039599455077628,0.31701472463838054,157,150,0.4075903602493464
composition_proxy_adjusted,HALLMARK_ANGIOGENESIS,-0.1411593866315376,0.16531994721952084,-0.8538557446071433,0.3945464505258822,157,150,0.4438647568416175
composition_proxy_adjusted,CURATED_ENDOTHELIAL_NO_SIGNALING,0.04689808581824182,0.15245840042541786,0.3076123433499108,0.7588040222420507,157,150,0.7588040222420507
