matrix_column,HALLMARK_HYPOXIA,HALLMARK_TNF_ALPHA_SIGNALING_VIA_NF_KB,HALLMARK_ANGIOGENESIS,HALLMARK_INFLAMMATORY_RESPONSE,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,CURATED_PROANGIOGENIC_SUPPORT,CURATED_ANTIANGIOGENIC_VASCULAR_STRESS,CURATED_ENDOTHELIAL_NO_SIGNALING,CURATED_EXTRAVILLOUS_TROPHOBLAST_INVASION
GSM747298,-0.3265632603174848,-1.1325876825766863,-1.637971661148346,-1.938200152292418,-1.8360044489201783,-0.011881943620626317,0.3335261610343941,0.6011874027715398,-1.045715882968738
GSM747299,-0.013754230505353206,0.12657964708229824,-0.43675015007613194,-0.6010785981089649,0.0799952935939451,-0.5988067111400244,0.738531280721269,-0.12276475580943214,1.0149757942982673
GSM747300,2.259930894170333,1.8415355533718503,0.0019179579856406577,0.7220109942863532,-0.07683103499847911,-0.20708543587666603,0.6818724252605226,0.46418708466529207,-0.4433993410909043
GSM747301,0.9752648714229247,0.9768365316405163,1.5653986142837517,0.48285964431033185,1.3402238372348583,1.058628864943742,1.4785557738422848,1.4100273578527511,0.6174132306410427
GSM747302,-0.5541344714606825,-1.5085683324553045,1.1393759043447564,0.8191845076080481,0.20952880200654003,-1.765125605990142,-1.8549470560422905,-2.4414982171323607,-0.21969185406686847
GSM747303,-0.8735909974198104,-0.46322854067013836,-1.1936790264376689,-1.296473913357213,-1.46065207775676,1.956396829202894,-0.11053761582140158,0.5374083631861297,-1.7464503004916148
GSM747304,0.938688098085564,0.7936528153561392,0.6464107837174613,1.7059545201861848,1.1679478526677307,0.532670133448434,0.07037343878307754,-0.4770182853729946,1.3080325347585138
GSM747305,-1.2832762390854453,-0.594600542054703,-1.3021580255768503,-0.13021312298513432,-0.9828458147278275,-0.017162031932776056,-0.9899447161421847,-0.196635329033872,-1.1794764715489874
GSM747306,-1.0470475545231896,-0.3011228913980605,0.30744144117578703,-0.7004957430007319,0.3862558021968021,0.8195537865550188,-1.0005236953203378,0.48505595675796304,-0.398814089443083
GSM747307,0.17003115943049604,0.16166262442015367,-0.21576380322578803,0.16439127761594097,0.10949875871745696,-0.9191390174617889,-0.8688778300396705,-0.3006498773115655,1.0756368457607217
GSM747308,0.07873565985544208,-0.8882086724473339,0.7425412540389832,0.5139554205217004,1.0732195557553523,-0.8567151678312246,0.3486334706972476,-0.8677446213074478,0.8722991346328464
GSM747309,-0.32428392965279373,0.9880494897312687,0.3832367109184048,0.2581051652159029,-0.010336525769440658,0.00866629970315935,1.1733383630270893,0.9084449207339971,0.1451903995188035
