cohort,feature,estimate,std_error,t_stat,p_value,n,df_resid,fdr
GSE204835_all_de_novo,ANGPTL4,1.635117571726106,0.2507749327795584,6.520259236450248,7.886409366913262e-07,28,25,0.003992209072720373
GSE204835_all_de_novo,ELOVL6,-1.526342741744236,0.23535842510188207,-6.485184208228415,8.599244557528341e-07,28,25,0.003992209072720373
GSE204835_all_de_novo,CHUK,-1.6635181719289094,0.26024249149601153,-6.392185082328895,1.0824113590535592e-06,28,25,0.003992209072720373
GSE204835_all_de_novo,WDR13,1.6361901229319777,0.25744278507116813,6.355548563847556,1.1854232269973642e-06,28,25,0.003992209072720373
GSE204835_all_de_novo,AOX1,-1.646048023815551,0.26755185021694594,-6.152258048228198,1.9682259997866226e-06,28,25,0.004741477001148959
GSE204835_all_de_novo,SFR1,-1.2938809176753117,0.21127511803555624,-6.124151910105949,2.111859699123581e-06,28,25,0.004741477001148959
GSE204835_all_de_novo,INHBA,1.5670375648184938,0.26220556097698106,5.976370443783469,3.0624108965265303e-06,28,25,0.005893391026729841
GSE204835_all_de_novo,ART4,-1.5618515384810203,0.26540265945709923,-5.884837558432546,3.859061636251919e-06,28,25,0.006498177412743699
GSE204835_all_de_novo,SLC16A3,1.4488839074040216,0.2520422817367157,5.74857479237365,5.452224105665143e-06,28,25,0.008160767880823906
GSE204835_all_de_novo,TEAD3,1.5661401568260478,0.2777393848088921,5.638883941158302,7.20921119820302e-06,28,25,0.008974932505847995
GSE204835_all_de_novo,EBI3,1.5718340734494447,0.279067903939729,5.632443040776619,7.328650995793033e-06,28,25,0.008974932505847995
GSE204835_all_de_novo,OLAH,1.4537047877922973,0.2626401665434058,5.5349675067771775,9.401332061997223e-06,28,25,0.009616395258734716
GSE204835_all_de_novo,CORO6,1.5051702881444493,0.272013443040288,5.533440815722912,9.438129224875927e-06,28,25,0.009616395258734716
GSE204835_all_de_novo,PRSS8,1.5255840074520512,0.2768211521163538,5.51108177893435,9.994026696034892e-06,28,25,0.009616395258734716
GSE204835_all_de_novo,CYP11A1,1.4810892379727445,0.27019083560837653,5.48164128008947,1.0776806525536354e-05,28,25,0.009678290713700015
GSE204835_all_de_novo,HTRA1,1.4787495879635468,0.286523580499758,5.161004847783534,2.458521621999659e-05,28,25,0.02069921548122338
GSE204835_all_de_novo,SLC30A2,1.4990597356670372,0.29588123974138636,5.0664237346622025,3.1388465293574644e-05,28,25,0.023325801069912423
GSE204835_all_de_novo,FAM169A,-1.4793382064251768,0.2932236505852303,-5.045084881361515,3.316871363743309e-05,28,25,0.023325801069912423
GSE204835_all_de_novo,PRMT9,-1.4687730761811149,0.292044028281453,-5.0292864566489515,3.4551847662584745e-05,28,25,0.023325801069912423
GSE204835_all_de_novo,PSG11,1.4289875592142776,0.2841833397263235,5.028400189083683,3.463113513460385e-05,28,25,0.023325801069912423
GSE204835_all_de_novo,PAPPA2,1.4702079642989936,0.29713531144043026,4.947940913423685,4.2646684559865524e-05,28,25,0.027356832747902307
GSE204835_all_de_novo,HERPUD1,1.4133222247790267,0.28896592051048287,4.890965073951533,4.942688307489377e-05,28,25,0.027692999005528164
GSE204835_all_de_novo,ADM,1.4246678066433858,0.29363772079521816,4.851787443333766,5.470713814712043e-05,28,25,0.027692999005528164
GSE204835_all_de_novo,FKBP2,1.4413812578609353,0.29785069908908757,4.8392743823301085,5.6510088504510354e-05,28,25,0.027692999005528164
GSE204835_all_de_novo,CSF3R,1.3927165028231614,0.288214657340678,4.832219553556328,5.755273133870049e-05,28,25,0.027692999005528164
GSE204835_all_de_novo,BZW2,1.4237001010019468,0.2948403432392349,4.828715383249807,5.807776568774079e-05,28,25,0.027692999005528164
GSE204835_all_de_novo,FTL,1.3945753052614047,0.28909112610977195,4.823999006914743,5.8792016146730385e-05,28,25,0.027692999005528164
GSE204835_all_de_novo,NECTIN1-DT,-1.4586630643816114,0.3024352558972322,-4.8230589388601794,5.8935429725436825e-05,28,25,0.027692999005528164
GSE204835_all_de_novo,ADAM12,1.424588237829168,0.29564211547313757,4.8186241515329975,5.961673009875412e-05,28,25,0.027692999005528164
GSE204835_all_de_novo,MBD3,1.4352884051126453,0.30019208894580796,4.781233276842782,6.568403215837357e-05,28,25,0.028619295420683918
GSE204835_all_de_novo,BGN,1.4029825174244994,0.29413439201561065,4.7698689969925,6.76479253639357e-05,28,25,0.028619295420683918
GSE204835_all_de_novo,INSL4,1.4595836099633661,0.30624016388503017,4.766140376385537,6.830501108185892e-05,28,25,0.028619295420683918
GSE204835_all_de_novo,CGB3,1.4447573867043675,0.3037702304059957,4.756086153581991,7.010888195995614e-05,28,25,0.028619295420683918
GSE204835_all_de_novo,GLRX5,1.3882362769611098,0.29533496887621524,4.70054826979519,8.0967877194968e-05,28,25,0.03207994922627688
GSE204835_all_de_novo,KRT19,1.3661960823744723,0.2930276439321958,4.662345381620714,8.939977526548774e-05,28,25,0.034408696360039584
GSE204835_all_de_novo,CTSZ,1.409536383726553,0.30346493500649246,4.644808085311065,9.355933875306659e-05,28,25,0.03500938478729334
GSE204835_all_de_novo,S100P,1.3890549842693052,0.30068483222873665,4.619637691643271,9.986979032439234e-05,28,25,0.03557434737012812
