cohort,feature,estimate,std_error,t_stat,p_value,n,df_resid,fdr
GSE44711,HALLMARK_TNF_ALPHA_SIGNALING_VIA_NF_KB,1.119945215419043,0.4300954913064787,2.60394549130716,0.02184184488380975,16,13,0.10651440959446475
GSE44711,CURATED_ANTIANGIOGENIC_VASCULAR_STRESS,1.0103309931363005,0.41507009248131777,2.434121396452517,0.030097224136492143,16,13,0.10651440959446475
GSE44711,HALLMARK_INFLAMMATORY_RESPONSE,1.0422053538268767,0.45333797316912255,2.2989588684600903,0.03873358671800146,16,13,0.10651440959446475
GSE44711,HALLMARK_HYPOXIA,0.9524919407348403,0.45060035776475,2.113828638440892,0.054428013373200475,16,13,0.10651440959446475
GSE44711,CURATED_ENDOTHELIAL_NO_SIGNALING,0.8988135364818064,0.4346913342403329,2.06770520984177,0.05917467199692485,16,13,0.10651440959446475
GSE44711,CURATED_PROANGIOGENIC_SUPPORT,0.8008514784918501,0.42633785735641655,1.8784432690488049,0.08292951989778453,16,13,0.1243942798466768
GSE44711,CURATED_EXTRAVILLOUS_TROPHOBLAST_INVASION,0.7253959072181537,0.5014742754451886,1.4465266569739326,0.17170789416849852,16,13,0.22076729250235522
GSE44711,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.6854801730192379,0.505691189688056,-1.3555311759378044,0.1983315022121219,16,13,0.22312293998863714
GSE44711,HALLMARK_ANGIOGENESIS,-0.3953512432680795,0.528480745209728,-0.7480901562670634,0.4677241839261939,16,13,0.46772418392619397
