matrix_column,HALLMARK_HYPOXIA,HALLMARK_TNF_ALPHA_SIGNALING_VIA_NF_KB,HALLMARK_ANGIOGENESIS,HALLMARK_INFLAMMATORY_RESPONSE,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,CURATED_PROANGIOGENIC_SUPPORT,CURATED_ANTIANGIOGENIC_VASCULAR_STRESS,CURATED_ENDOTHELIAL_NO_SIGNALING,CURATED_EXTRAVILLOUS_TROPHOBLAST_INVASION
GSM225470,-0.6320713480539758,1.6567832917855043,0.24903676952949957,3.3474417354766666,-0.06624758107357116,-0.550400429467777,-0.23086961635944,0.24209182008069652,1.4649104607619274
GSM225471,-0.06275787899965869,-0.5591234121359977,-0.2660405723871934,-0.7843156689859448,0.8698614813059797,-0.3671886001298715,0.009500269833086331,-1.603089067241299,-1.0940544384095525
GSM225472,0.08527196907028933,-0.8023001641510633,0.07797372720930192,-0.6832910104835407,0.7461825147602547,0.20554699972532256,0.2680264501691004,0.509129748066992,0.15683587578175925
GSM225473,-1.2481234755721475,-0.30363231584430356,-0.4785938475593392,0.13234381952407878,-1.0498113007647705,-0.3525200125575681,-0.36203549718059963,-0.5375977364769552,-0.22688784574313156
GSM225474,-0.8831319046862331,0.3834745011906513,-0.6755600366100553,-0.3451621184364346,-0.6776079272356778,-0.8473641694268818,-1.110741273971597,-0.31373562271900535,1.3438891178442378
GSM225475,-0.9432596337100931,-0.7782462682599922,-0.27124041101215063,-0.3290315695769509,-0.5124649318724929,-1.0854317513040326,-0.1405784470863698,-1.2338599952189941,-0.43097018529057585
GSM225476,-0.0255374851703844,-0.786878813671643,-0.8151262290691343,-0.5353495904889136,-0.7830722219445309,-1.4094111865580592,-1.4485112869153964,-0.006973427562175981,0.24336349140626484
GSM225477,-0.6393737731255335,0.06841371398784284,-0.32815562915857066,-0.603589273977244,-1.1339505604304303,-0.6748574339711516,-0.6049355977014428,0.35929955816080666,0.24023813816592693
GSM225478,1.302626603174487,1.0271461435930358,-0.9441697734564378,1.2226073047911659,0.051173488828294755,-1.4080023432591102,0.9723745314983135,-0.5922738151759824,1.822092473690774
GSM225479,-0.22728536186622322,1.3045916402999762,-0.7740297761168963,0.9332439431316217,-0.883415513932103,-1.4409218636279104,0.00540176739079462,-0.576125120391554,0.040159207294402074
GSM225480,-0.837711879396,0.2857160657217924,0.536270652402616,0.4315670318612454,0.7567053014556898,0.15260138841545642,-1.2963894481399505,0.34505627114499454,0.12349832988958878
GSM225481,-0.42662297829506124,-0.700289879624525,0.9933704932220828,-0.2487871401547313,1.0121419998086172,-0.34426127437305776,-0.00919881052293686,-0.45156066952044915,1.9434619939251845
GSM225483,-0.5901010335970143,-0.5279414850413617,1.1731031287673064,-0.3922814532502081,0.41863870031219064,-0.6284709064556528,0.08473984690784993,2.506783386604983,-0.27925253028487657
GSM225484,0.056910223224466795,1.1896097394877605,1.1423979176472077,1.7436197701588607,0.5067449330936517,0.7764641021499427,-0.5110021365724698,-0.13809474253988566,-1.6222721209722493
GSM225485,-0.5475428082408641,-0.7697061136492889,0.24970762615849418,-1.245660412849881,0.260395182177009,0.930986381995355,-0.834034148874293,0.3784363443348717,-0.8890789774818508
GSM225486,-0.43698086458987967,0.02693662992709044,0.7002355499545511,0.07414665749050721,0.3066516951930832,-0.27907451902656594,-1.4329465147341196,0.47249389779560474,-0.268561559747147
GSM225487,-0.30137410851681345,-0.34066827235876557,0.038360723732816376,-0.3211982523577436,0.07027015405621535,-1.0493552932526342,-0.23407714234840513,-0.025887175659347488,0.4561266242507086
GSM225488,-0.7417868502150846,0.05195964663185449,1.4170189205373451,-0.05479797451029186,0.2579927347059546,-0.036246596758359846,0.9101065647523586,1.1522328926818033,-0.35374465220393897
GSM225489,-0.7396869211029531,-0.12839757740919008,1.5948598384598025,0.11936218056265897,0.7638150336325179,0.17239748450738399,-0.40388467552432444,0.7772094477306799,1.0913642367894094
GSM225490,-0.6942297846605026,0.6657182010920804,2.065317207838647,-0.34734912007654867,1.1256173782724561,0.09988278964940844,-1.085922793200617,1.2503766460059,-1.1128741672407592
GSM225491,-0.23499204232395904,-0.87350134854467,0.14415741746799357,-0.684812868189908,-0.2917343199643511,-0.4683073867824503,-0.09576230378998979,-0.448251489318054,0.4519655274448248
GSM225492,-1.7933491536910933,-1.429886244009519,-2.1753607903581518,-1.7588389768973354,-2.368912104659347,-1.0189293461369038,-1.2599517121279613,-1.4675298508981949,-1.393155982514525
GSM225493,0.11373301505860363,0.3803305444568255,-1.2300667126861413,0.5031671829885358,-0.25117174291914557,1.9021797798814064,0.5714446314315663,-2.6164211282856598,-0.21025098503017442
GSM225494,-0.6029389490653161,0.5855977901610985,0.7623301558248514,0.22302779125021316,1.9024949616552356,0.8121850182152671,-0.03264344226785454,0.6764788933896542,-0.45116654925935284
GSM225495,-1.4030699503587591,-0.03825840077370074,1.0294686354901796,-1.6376456286526242,0.5612527900065253,-1.0554562282217836,-1.3116885491893755,2.5801291812723375,-0.8248830581750645
GSM225496,-0.724289475075516,0.5594777914898003,-0.41924104869297946,0.11751106510469597,-0.010022990218116474,0.1163833517584331,-0.4567232585883598,-0.17587481341441252,-1.6048752987200217
GSM225497,-0.9498465176415044,-0.3467075789668957,-1.0278308224791826,-0.23374673222984851,-1.3439948253484473,-1.0160677935806182,-0.8719046337649377,-1.3233140394791316,-1.2021199153988145
GSM225498,1.208140395163115,2.7222012064831635,0.5753717786749162,1.9870951420938965,1.5090859282133118,0.7741962688581832,1.0944163974659982,0.31537898204588755,-0.6910064957846954
GSM225499,0.8233432384872386,0.038812981313232194,0.4666929433205684,0.444727868295917,0.3233106707330808,0.5410641036300455,0.6574174436094524,0.3872162251722828,-0.035796909427982
GSM225500,2.5288821680640368,1.2313940427202128,-0.2928192236098217,0.9081410150824167,0.3511410320313666,1.267376307694201,2.6326573114738925,-0.3434857088340022,0.8586850198315988
GSM225501,2.209701610113151,1.954032690757149,-0.2804568342168074,1.3178744217603835,-1.0620095421269922,0.09657164381241276,1.040770877122589,-0.44965928574534386,0.6956112229176553
GSM225502,-0.10986026647076855,-0.9859459086231825,-0.6184720268864666,-0.5798723927676388,-0.19791382083438422,0.6817039954248356,0.8445076773373013,0.12913155583861288,-1.1494633157676157
GSM225503,-0.8448273396555558,-2.002002402817905,-0.7223417180520169,-1.018178103582025,-0.5269297639824984,1.0657535175580235,-1.6279695732386519,1.3425090382370009,-1.7374092874500744
GSM225504,-0.03895976360986902,-1.1988299509242109,-0.42999769088192674,-0.9884594478298167,-1.4251971482422248,-0.05148676802858208,-0.36492360899787285,-0.3253739451577685,1.1401590965790327
GSM225505,1.519980390292085,-0.3737242323022621,-1.8329964376018273,-0.6769597332518879,-1.3870116865628916,-1.8016618724077282,1.1822423861112104,-0.10506069238436931,1.915178199677528
GSM225506,1.1558108625883425,0.03632281534738813,1.867153007367051,0.4001831471681746,2.0220469963818792,1.7087817899450344,0.8691579039729413,-0.20118840358272536,1.1085777697350365
GSM225507,0.0022807306381477056,-0.42589766837986387,1.1740120346341953,-1.0117021108004272,1.0608038034653258,1.8515265370110847,-0.5899863519830222,0.39214138894998224,-1.1941054659252879
GSM225508,0.6448339963056636,-0.9873149254153915,-0.8957508231512648,-0.6500539777329786,-0.6562906519101835,-0.48510434659306273,1.3673166155884027,0.05555283115275911,0.6743422677999106
GSM225509,1.0557799203765872,-0.724132374612724,-0.6530191742275626,-0.22962109593219346,-0.8811968643835459,-0.8298472927224674,0.9349181193053837,-0.8355433600361457,0.35663859285281924
GSM225510,0.010726998134080476,-1.6555875651623657,-0.026969130068271834,-1.0733775713389524,-0.20252351506062985,0.8949776720852043,-0.5433906759733507,0.15081295589452468,-0.0692950161716886
GSM225511,0.6067161129741914,1.6319120760573214,1.0386522203204047,0.7784038649098279,2.133035280132016,2.434187378767476,-0.19354956119651875,0.29584462430023684,-0.7508134451275565
GSM225512,1.203780541483557,0.6639575041879449,-0.13207004884474446,0.6187663723794907,-0.015168157327382905,0.8404211512766424,1.4079659724773441,1.1657823534532121,0.8794243707740628
GSM225513,2.151192772542721,0.2745838859870991,-2.005181991432889,1.1308519103237118,-1.282714889426938,-0.12482024771888904,2.2006562938022722,-1.713187952672367,0.5855161847142845
