cohort,feature,estimate,std_error,t_stat,p_value,n,df_resid,fdr
GSE75010_BioBank157,FLT1,1.3465592164026896,0.11501433080124934,11.707751608185356,5.662094571835852e-23,157,152,8.295534757196706e-19
GSE75010_BioBank157,SH3PXD2A,1.3304468439299635,0.12032951039180857,11.056696230192038,3.1857923087854026e-21,157,152,2.3337521558007468e-17
GSE75010_BioBank157,FSTL3,1.2895035771956582,0.11762217336206206,10.96309939135656,5.677957531432881e-21,157,152,2.7729251931007715e-17
GSE75010_BioBank157,NDRG1,1.2987143629219344,0.12211974238976346,10.634761730637237,4.293094888330003e-20,157,152,1.5724533302230717e-16
GSE75010_BioBank157,FLNB,1.214651190038058,0.11709028435045518,10.373629176632333,2.1332718160146247e-19,157,152,6.250913075286053e-16
GSE75010_BioBank157,KRT19,1.2843418650804996,0.12476452833306378,10.294126722075195,3.4715019532047776e-19,157,152,8.4768291860672e-16
GSE75010_BioBank157,COL17A1,1.2472661519012322,0.12440729565591625,10.025667267544351,1.788893123083313e-18,157,152,3.744153306613374e-15
GSE75010_BioBank157,LEP,1.2226590069921963,0.12233632283391174,9.99424356290423,2.1662738890138517e-18,157,152,3.967259843492743e-15
GSE75010_BioBank157,EFNB1,1.2549588873877309,0.12807719465068243,9.798457022817404,7.120487791258101e-18,157,152,1.159136295885805e-14
GSE75010_BioBank157,SASH1,1.2026875422106147,0.12317783016610093,9.763831207197214,8.78401132183799e-18,157,152,1.2869454987624838e-14
GSE75010_BioBank157,TPBG,1.1685858597118672,0.1204140514452605,9.704730018515317,1.2565277958230031e-17,157,152,1.6735807942366198e-14
GSE75010_BioBank157,HTRA4,1.1647017042622112,0.1207750887357389,9.643559085355994,1.8192065294457843e-17,157,152,2.221099571909182e-14
GSE75010_BioBank157,OCRL,1.2228678330458136,0.12758375203363362,9.584824192373974,2.594062604080679e-17,157,152,2.923508554798925e-14
GSE75010_BioBank157,P4HA1,1.2042105821281706,0.1268004709306449,9.496893610015286,4.408356194720835e-17,157,152,4.613344757775354e-14
GSE75010_BioBank157,SMARCA1,1.211440865875245,0.1277345787301379,9.484047921233842,4.7629839874083435e-17,157,152,4.652165226634643e-14
GSE75010_BioBank157,ERO1L,1.1912515871205311,0.1263532672106505,9.427944472021686,6.675917896128537e-17,157,152,6.1130545685112e-14
GSE75010_BioBank157,PIK3AP1,1.1903996538693755,0.12683693949898384,9.385275760922255,8.627590080371122e-17,157,152,7.272482757026269e-14
GSE75010_BioBank157,MICAL3,1.223213901273633,0.13041425130530054,9.379449630930916,8.93486380632536e-17,157,152,7.272482757026269e-14
GSE75010_BioBank157,SPAG4,1.1982918770148447,0.12810368878852257,9.354077843870844,1.0405126920978684e-16,157,152,8.023448132592563e-14
GSE75010_BioBank157,INHBA,1.193666425687866,0.12840903435494933,9.295813426867795,1.4757351581780025e-16,157,152,1.0810497901232956e-13
GSE75010_BioBank157,NPNT,1.209657932071495,0.1306680770866865,9.257486289241067,1.8565556720524747e-16,157,152,1.295257007201943e-13
GSE75010_BioBank157,SFXN3,1.1777081589444878,0.1279192836286866,9.206650674835238,2.516411237084145e-16,157,152,1.675815501569082e-13
GSE75010_BioBank157,CST6,1.144256672490204,0.12443078741792245,9.19592888733412,2.6829535977340093e-16,157,152,1.7090414417565637e-13
GSE75010_BioBank157,RFK,1.2052302952185507,0.13158806097276737,9.159115852219887,3.342773972711329e-16,157,152,2.0406242280914036e-13
GSE75010_BioBank157,BHLHE40,1.1761553294433695,0.12945265833004826,9.085601984662858,5.181984712044203e-16,157,152,3.036850320646385e-13
GSE75010_BioBank157,LIMCH1,1.180522267018223,0.13006113987785017,9.0766716955344,5.465070135124768e-16,157,152,3.056453522651344e-13
GSE75010_BioBank157,PLA2G16,1.185903101200776,0.1307270196670348,9.07159900241972,5.632669791248808e-16,157,152,3.056453522651344e-13
GSE75010_BioBank157,PROCR,1.1926939202319788,0.13165117757899672,9.05950058453756,6.05332524310688e-16,157,152,3.1674024334556746e-13
GSE75010_BioBank157,C12ORF75,1.1769974009696513,0.13021041701574795,9.039195388087133,6.830710999046719e-16,157,152,3.45092230507012e-13
GSE75010_BioBank157,MYO7B,1.1253611380114559,0.12490266095333885,9.009905228775457,8.130151490266127e-16,157,152,3.970494982796301e-13
GSE75010_BioBank157,SH3BP5,1.1758055196511608,0.13142406159173,8.946653340419587,1.1835604964902523e-15,157,152,5.486781151991636e-13
GSE75010_BioBank157,WDR60,1.175290332635565,0.13139732379177987,8.94455304506811,1.1983959925174552e-15,157,152,5.486781151991636e-13
GSE75010_BioBank157,PVRL4,1.1617095988506703,0.13132854108100106,8.845827337213386,2.150198778671848e-15,157,152,9.546231001915529e-13
GSE75010_BioBank157,ZCCHC2,1.1773383186122932,0.13346075859279463,8.821606673198216,2.4810553008803658e-15,157,152,1.0691159180352423e-12
GSE75010_BioBank157,SCARB1,1.163086533901746,0.13226760976931445,8.793434280170816,2.9300260660027175e-15,157,152,1.2265089112287375e-12
GSE75010_BioBank157,TBC1D22A,1.1576438934575026,0.13228551310385164,8.751101056309064,3.7608325062862925e-15,157,152,1.530554362488902e-12
GSE75010_BioBank157,PIK3CB,1.0792942363693332,0.12342227703706693,8.744727955757881,3.904732273329308e-15,157,152,1.5461684469337214e-12
GSE75010_BioBank157,ERGIC1,1.1370197144850962,0.13030517989071308,8.725821302259162,4.364630722312882e-15,157,152,1.6827948608580535e-12
GSE75010_BioBank157,CALM1,1.1664839920412344,0.1338254148647873,8.716460869707078,4.611859937401042e-15,157,152,1.7097500963554201e-12
GSE75010_BioBank157,LIMD1,1.1676630373779369,0.13399225346234447,8.714407043733184,4.667941017965791e-15,157,152,1.7097500963554201e-12
GSE75010_BioBank157,MTSS1L,1.1610999018842096,0.1339959879454042,8.665184082655461,6.234709505850876e-15,157,152,2.227920218785882e-12
GSE75010_BioBank157,INHA,1.1172618388595998,0.12978983533080948,8.60823835712491,8.708582032238241e-15,157,152,3.0378436989124397e-12
GSE75010_BioBank157,SIGLEC6,1.1577585330176845,0.13459385783808822,8.601867511743576,9.039932252907113e-15,157,152,3.080094126449817e-12
GSE75010_BioBank157,BCL6,1.1290126183681384,0.13139873690361484,8.592263860164083,9.563241441072061e-15,157,152,3.184342053480608e-12
GSE75010_BioBank157,SLC6A8,1.0630127698496556,0.12398376150271993,8.57380641598243,1.065496621559767e-14,157,152,3.4690202227715878e-12
GSE75010_BioBank157,GRHL1,1.1359041382698263,0.13341553416554022,8.514032083103693,1.5113481735728384e-14,157,152,4.81364393282949e-12
GSE75010_BioBank157,SEMA3D,-1.1273936835293314,0.1325131033536083,-8.507790210911491,1.5674631587035532e-14,157,152,4.886149518758672e-12
GSE75010_BioBank157,MLL5,1.1401101144642478,0.1353171787071725,8.425464714509424,2.5331377877683742e-14,157,152,7.731875360123843e-12
GSE75010_BioBank157,SEMA4C,1.1122156718537695,0.1321453002343195,8.416611637959074,2.667078280511184e-14,157,152,7.97456405872844e-12
GSE75010_BioBank157,ELMO1,-1.1485652296631494,0.13676603472148602,-8.39802975937789,2.9715102337077756e-14,157,152,8.707119286810524e-12
GSE75010_BioBank157,BACH1,1.1402032862258231,0.13597306772156845,8.385508287277986,3.1958694892337127e-14,157,152,9.18091840916924e-12
GSE75010_BioBank157,ENG,1.0338686993741995,0.12346063159648778,8.374075897758578,3.4153662157283133e-14,157,152,9.622794312814523e-12
GSE75010_BioBank157,DIO2,1.1109997241133545,0.13328445589331778,8.335553584752672,4.27114305449652e-14,157,152,1.1806889979514813e-11
GSE75010_BioBank157,RDH13,1.1202370300268547,0.13452256319171582,8.327502862329055,4.475265524356199e-14,157,152,1.2142058369878273e-11
GSE75010_BioBank157,TSC22D1,1.1319105391971858,0.13604715695549538,8.31998672024777,4.674563827069713e-14,157,152,1.2452188114617885e-11
